Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2009,18449.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2010,17581.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2011,21154.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2012,22348.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2013,22218.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2014,20964.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2015,18274.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2016,18493.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2017,17709.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2018,18238.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2019,19907.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2020,21492.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2021,23013.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2022,26462.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2023,41824.0
Annual,Europe,Age reached during the year,Total,Number,Total,Finland,2024,31811.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,1998,31960.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,1999,32788.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2000,38920.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2001,40120.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2002,41315.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2003,40235.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2004,39941.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2005,40999.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2006,53498.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2007,56218.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2008,57099.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2009,54155.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2010,53050.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2011,54935.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2012,55533.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2013,55725.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2014,58053.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2015,59430.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2016,60179.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2017,60757.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2018,58739.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2019,54776.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2020,46711.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2021,49015.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2022,57615.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2023,55064.0
Annual,Europe,Age reached during the year,Total,Number,Total,Sweden,2024,81043.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2007,100716.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2010,89488.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2011,91372.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2012,88504.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2013,85247.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2014,87763.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2015,86536.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2016,82742.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2017,84368.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2018,89919.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2019,96585.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2023,106188.0
Annual,Europe,Age in completed years,Total,Number,Total,Belgium,2024,100156.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2007,1551.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2012,12882.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2013,14931.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2014,18510.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2015,19342.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2016,18557.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2017,21862.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2018,26824.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2019,35144.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2020,34286.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2022,34994.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2023,47801.0
Annual,Europe,Age in completed years,Total,Number,Total,Bulgaria,2024,43396.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2002,35156.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2003,51834.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2004,44846.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2005,48719.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2006,52751.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2007,78276.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2008,85570.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2009,59734.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2010,41229.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2011,23088.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2012,27741.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2013,25554.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2014,25992.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2015,24629.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2016,48256.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2017,37210.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2018,48951.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2019,84702.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2020,53438.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2021,57795.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2022,330183.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2023,122851.0
Annual,Europe,Age in completed years,Total,Number,Total,Czechia,2024,102231.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,1998,38801.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,1999,38119.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2000,38444.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2001,39399.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2002,38826.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2003,37953.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2004,39299.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2005,41878.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2006,46044.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2007,51043.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2008,45832.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2009,40888.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2010,40201.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2011,40915.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2012,42784.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2013,45077.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2014,48451.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2015,49474.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2016,49641.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2017,50430.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2018,49861.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2019,48122.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2020,46893.0
Annual,Europe,Age in completed years,Total,Number,Total,Denmark,2021,51781.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,1998,641825.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,1999,700798.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2001,666102.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2002,642635.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2003,590116.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2004,619722.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2005,561966.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2006,520570.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2007,539157.0
Annual,Europe,Age in completed years,Total,Number,Total,Germany,2008,531050.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2004,1041.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2005,1344.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2006,2103.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2007,3597.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2008,3428.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2009,3556.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2010,2648.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2011,3401.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2012,2353.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2013,3632.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2014,3609.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2015,13960.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2016,13691.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2017,16167.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2018,15872.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2019,15565.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2022,46829.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2023,24002.0
Annual,Europe,Age in completed years,Total,Number,Total,Estonia,2024,16778.0
Annual,Europe,Age in completed years,Total,Number,Total,Ireland,2006,122748.0
Annual,Europe,Age in completed years,Total,Number,Total,Ireland,2007,105015.0
Annual,Europe,Age in completed years,Total,Number,Total,Ireland,2008,68134.0
Annual,Europe,Age in completed years,Total,Number,Total,Ireland,2009,42287.0
Annual,Europe,Age in completed years,Total,Number,Total,Ireland,2010,41712.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,1998,51781.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,1999,32577.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2001,23954.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2002,20130.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2003,18361.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2004,18299.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2006,14911.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2007,14558.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2008,16247.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2009,12452.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2010,8099.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2011,7870.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2012,8173.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2013,9788.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2014,9940.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2015,10995.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2016,13303.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2017,14802.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2018,24728.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2019,34076.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2020,30680.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2021,30845.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2022,44707.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2023,48906.0
Annual,Europe,Age in completed years,Total,Number,Total,Croatia,2024,40165.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2008,353990.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2009,258197.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2010,251314.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2011,207753.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2012,179630.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2013,151635.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2014,132416.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2015,127220.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2016,134519.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2017,139045.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2018,142300.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2019,169133.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2020,135170.0
Annual,Europe,Age in completed years,Total,Number,Total,Italy,2021,163433.0
