Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-10,13334.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-11,12124.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2024-12,8681.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-01,12114.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-02,11960.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-03,12574.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-04,11991.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-05,12781.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-06,13225.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-07,13266.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-08,10388.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-09,12899.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-10,13318.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-11,11927.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2025-12,9920.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-01,12579.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-02,12067.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-03,13505.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-04,13161.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-05,12244.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Manufactured goods,European Union - 27 countries (from 2020),2026-06,13805.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-01,1921.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-02,888.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-03,2088.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-04,1000.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-05,1583.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-06,2278.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-07,2051.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-08,1014.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-09,1221.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-10,1644.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-11,1670.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-12,740.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-01,1541.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-02,1195.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-03,1714.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-04,1317.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-05,1410.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-06,1229.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-07,1925.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-08,1305.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-09,1750.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-10,1665.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-11,1721.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-12,1521.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-01,1363.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-02,1287.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-03,1522.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-04,1981.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-05,2073.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-06,1957.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-07,1909.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-08,1847.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-09,1881.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-10,1836.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-11,1675.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-12,1465.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-01,1627.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-02,1884.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-03,1598.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-04,2002.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-05,1667.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-06,2113.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,United Kingdom,Other manufactured goods,European Union - 27 countries (from 2020),2023-01,3466.6
