Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Netherlands,2020,110232.497
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Netherlands,2021,94161.639
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Netherlands,2022,92152.435
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Netherlands,2023,38986.058
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Netherlands,2024,65541.57
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2019,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2020,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2021,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2022,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2023,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Austria,2024,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2010,115.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2011,105.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2012,189.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2013,228.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2014,456.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2015,1077.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2016,1019.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2017,1232.718
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2018,1186.88
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2019,1558.445
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2020,2360.018
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2021,2908.084
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2022,2004.349
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2023,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Poland,2024,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2019,3931.276
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2020,27089.745
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2021,31415.099
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2022,11955.791
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2023,14616.574
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Portugal,2024,9884.221
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2019,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2020,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2021,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2022,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2023,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Romania,2024,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2019,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2020,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2021,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2022,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2023,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovenia,2024,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2019,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2020,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2021,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2022,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2023,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Slovakia,2024,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2018,5.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2019,4024.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2020,5717.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2021,6267.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2022,8987.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2023,7008.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Finland,2024,5635.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2000,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2001,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2002,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2003,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2004,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2005,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2006,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2007,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2008,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2009,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2010,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2011,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2012,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2013,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2014,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2015,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2016,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2017,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2018,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2019,0.0
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2020,8240.192
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2021,5376.019
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2022,2550.734
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2023,4687.382
Annual,Liquefied natural gas,Russia,Terajoule (gross calorific value - GCV),Sweden,2024,2456.729
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Belgium,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Bulgaria,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2007,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2008,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2009,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2010,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2011,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2012,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2013,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2014,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2015,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2016,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2017,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2018,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2019,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2020,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2021,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2022,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2023,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Czechia,2024,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2000,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2001,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2002,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2003,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2004,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2005,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2006,0.0
Annual,Liquefied natural gas,Other European countries (aggregate changing according to the context),Million cubic metres,Denmark,2007,0.0
