Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Lithuania,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Luxembourg,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Hungary,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Malta,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Netherlands,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Austria,2010,0.0
