Time frequency,Unit of measure,Stock or flow,Products and final uses,"Products, adjustments and value added",Geopolitical entity (reporting),Time,value,country
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Wages and salaries,Germany,2022,15805.0,DE
Annual,Million euro,Total,Total final use,"Food, beverages and tobacco products",Czechia,2020,15799.89,CZ
Annual,Million euro,Total,Accommodation and food services,"Food, beverages and tobacco products",Germany,2022,15798.0,DE
Annual,Million euro,Total,Residential care services; social work services without accommodation,Consumption of fixed capital,Germany,2022,15785.0,DE
Annual,Million euro,Total,Constructions and construction works,Electrical equipment,Germany,2022,15784.0,DE
Annual,Million euro,Total,Constructions and construction works,Specialised construction works,Czechia,2022,15781.36,CZ
Annual,Million euro,Total,Exports of goods and services,"Motor vehicles, trailers and semi-trailers",Austria,2020,15775.71,AT
Annual,Million euro,Total,Total final use,Crude petroleum and natural gas,France,2022,15773.5,FR
Annual,Million euro,Total,Final consumption expediture,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Spain,2021,15769.3,ES
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Output,Austria,2021,15767.92,AT
Annual,Million euro,Total,Gross fixed capital formation,Constructions and construction works,Portugal,2020,15766.59,PT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Land transport services and transport services via pipelines,France,2021,15763.74,FR
Annual,Million euro,Total,Exports of goods and services,"Wholesale trade services, except of motor vehicles and motorcycles",Italy,2021,15763.73,IT
Annual,Million euro,Total,Exports of goods and services to EU countries,Other transport equipment,Germany,2020,15759.0,DE
Annual,Million euro,Total,Final consumption expenditure by households,Other personal services,France,2021,15756.95,FR
Annual,Million euro,Total,Final consumption expediture,Land transport services and transport services via pipelines,Spain,2022,15756.7,ES
Annual,Million euro,Total,"Textiles, wearing apparel, leather and related products",Total intermediate consumption /final use,Germany,2022,15756.0,DE
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Legal and accounting services; services of head offices; management consultancy services,Germany,2020,15752.0,DE
Annual,Million euro,Total,Total final use,"Insurance, reinsurance and pension funding services, except compulsory social security",Spain,2022,15751.0,ES
Annual,Million euro,Total,Chemicals and chemical products,"Value added, gross",Italy,2021,15749.33,IT
Annual,Million euro,Total,Warehousing and support services for transportation,"Operating surplus and mixed income, gross",Germany,2020,15748.0,DE
Annual,Million euro,Total,Machinery and equipment n.e.c.,Imports of goods and services,Czechia,2022,15743.06,CZ
Annual,Million euro,Total,Chemicals and chemical products,"Value added, gross",France,2021,15740.11,FR
Annual,Million euro,Total,"Motor vehicles, trailers and semi-trailers",Imports of goods and services,Hungary,2023,15736.89,HU
Annual,Million euro,Total,Human health services,Wages and salaries,Sweden,2021,15736.66,SE
Annual,Million euro,Total,Telecommunications services,"Operating surplus and mixed income, gross",France,2021,15730.2,FR
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Rubber and plastic products,Germany,2020,15728.0,DE
Annual,Million euro,Total,Final consumption expenditure by non-profit organisations serving households (NPISH),Services furnished by membership organisations,France,2020,15726.7,FR
Annual,Million euro,Total,Machinery and equipment n.e.c.,Imports of goods and services from non-EU countries,France,2020,15724.0,FR
Annual,Million euro,Total,Residential care services; social work services without accommodation,"Value added, gross",Spain,2021,15721.6,ES
Annual,Million euro,Total,Total final use,Electrical equipment,Austria,2022,15713.96,AT
Annual,Million euro,Total,"Products of agriculture, hunting and related services",Imports of goods and services,Italy,2021,15710.75,IT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Compensation of employees,Sweden,2023,15708.61,SE
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Total supply at basic prices,Belgium,2020,15697.6,BE
Annual,Million euro,Total,Total use,Architectural and engineering services; technical testing and analysis services,Belgium,2020,15697.6,BE
Annual,Million euro,Total,Final consumption expenditure by government,"Retail trade services, except of motor vehicles and motorcycles",France,2020,15689.04,FR
Annual,Million euro,Total,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Consumption of fixed capital,Germany,2022,15689.0,DE
Annual,Million euro,Total,Electrical equipment,Total intermediate consumption /final use,Poland,2020,15688.95,PL
Annual,Million euro,Total,Total final use,Other non-metallic mineral products,Italy,2022,15688.75,IT
Annual,Million euro,Total,Total use,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Italy,2022,15688.01,IT
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Total supply at basic prices,Italy,2022,15688.01,IT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Total intermediate consumption /final use,Spain,2021,15687.7,ES
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Total intermediate consumption /final use,Belgium,2020,15686.88,BE
Annual,Million euro,Total,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Wages and salaries,Italy,2022,15683.88,IT
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Total intermediate consumption /final use,Sweden,2022,15683.09,SE
Annual,Million euro,Total,Basic metals,Output,Poland,2020,15682.73,PL
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Wages and salaries,Belgium,2022,15677.35,BE
Annual,Million euro,Total,"Computer, electronic and optical products",Imports of goods and services from EU countries outside the euro area,Germany,2022,15676.0,DE
Annual,Million euro,Total,Services to buildings and landscape,Compensation of employees,France,2022,15675.53,FR
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Food, beverages and tobacco products",Spain,2021,15672.1,ES
Annual,Million euro,Total,Accommodation and food services,"Value added, gross",Austria,2022,15658.8,AT
Annual,Million euro,Total,Exports of goods and services to EU countries outside the euro area,Electrical equipment,Germany,2021,15654.0,DE
Annual,Million euro,Total,Total final use,Furniture and other manufactured goods,Spain,2020,15651.3,ES
Annual,Million euro,Total,Employment services,Output,Italy,2021,15646.14,IT
Annual,Million euro,Total,Total final use,Public administration and defence services; compulsory social security services,Hungary,2022,15645.49,HU
Annual,Million euro,Total,Postal and courier services,Wages and salaries,Germany,2021,15644.0,DE
Annual,Million euro,Total,Food products,Imports of goods and services from euro area countries,Belgium,2020,15631.8,BE
Annual,Million euro,Total,Rental and leasing services,Total supply at basic prices,Spain,2020,15631.6,ES
Annual,Million euro,Total,Total use,Rental and leasing services,Spain,2020,15631.6,ES
Annual,Million euro,Total,Total final use,"Insurance, reinsurance and pension funding services, except compulsory social security",Ireland,2020,15626.05,IE
Annual,Million euro,Total,Mining and quarrying,Total supply at basic prices,Belgium,2020,15621.0,BE
Annual,Million euro,Total,Total use,Mining and quarrying,Belgium,2020,15621.0,BE
Annual,Million euro,Total,Final consumption expediture,"Food, beverages and tobacco products",Sweden,2022,15610.56,SE
Annual,Million euro,Total,Final consumption expenditure by government,Residential care services; social work services without accommodation,Spain,2021,15606.6,ES
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Scientific research and development services,Germany,2022,15606.0,DE
Annual,Million euro,Total,Final consumption expenditure by households,"Food, beverages and tobacco products",Sweden,2022,15604.63,SE
Annual,Million euro,Total,Exports of goods and services to non-EU countries,"Fabricated metal products, except machinery and equipment",Germany,2020,15589.0,DE
Annual,Million euro,Total,Furniture and other manufactured goods,Wages and salaries,Germany,2021,15587.0,DE
Annual,Million euro,Total,Total use,Services auxiliary to financial services and insurance services,Ireland,2020,15586.21,IE
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Total supply at basic prices,Ireland,2020,15586.21,IE
Annual,Million euro,Total,Services furnished by membership organisations,Compensation of employees,France,2021,15580.5,FR
Annual,Million euro,Total,Other non-metallic mineral products,Total intermediate consumption /final use,France,2020,15578.9,FR
Annual,Million euro,Total,Publishing services,"Value added, gross",France,2020,15577.16,FR
Annual,Million euro,Total,Machinery and equipment n.e.c.,Imports of goods and services from EU countries,Austria,2022,15576.39,AT
Annual,Million euro,Total,Services of head offices; management consulting services,Legal and accounting services; services of head offices; management consultancy services,Belgium,2022,15573.9,BE
Annual,Million euro,Total,Exports of goods and services to EU countries,Basic pharmaceutical products and pharmaceutical preparations,Spain,2022,15566.7,ES
Annual,Million euro,Total,Gross capital formation,Scientific research and development services,Sweden,2021,15564.18,SE
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Wages and salaries,Italy,2021,15561.32,IT
Annual,Million euro,Total,Final consumption expediture,Wholesale and retail trade and repair services of motor vehicles and motorcycles,France,2020,15560.85,FR
Annual,Million euro,Total,Final consumption expenditure by households,Wholesale and retail trade and repair services of motor vehicles and motorcycles,France,2020,15560.85,FR
Annual,Million euro,Total,"Food, beverages and tobacco products",Compensation of employees,Italy,2020,15556.59,IT
Annual,Million euro,Total,Education services,Compensation of employees,Austria,2022,15555.7,AT
